Accession,HT.ORL,CIRC.ORL,BF.ORL,BS.ORL,BS.SAV,CIRC.SAV,BF.SAV,RUST.ORL
AFO-675,216.7837267,5.193360493,1.416666667,1.275618174,2.18917899,Medium,Low,White
AFO-676,250.14435,6.877782379,3.5,0.916666665,2.029255305,Low,Very low,Green
99577-1,214.5664255,5.823792926,3,0.999999998,1.583333333,Medium,Low,White
99577-2,314.5562827,7.561350478,4.333333333,1.749999998,1.996103808,Medium,Low,White
99578-2,229.5667676,5.958100572,2.709354669,0.626738965,0.655088364,Medium,Low,White
LRD-001,201.7280025,6.224821433,2.166666667,1.749999998,2.497186724,Low,Very low,White
LRD-002,260.7486043,7.193124772,2,2.166666665,3,Medium,Very low,White
LRD-003,285.0482506,6.724228014,1.833333333,2.249999998,2.916666667,Low,Very low,Blue
LRD-004,252.9334483,7.278090391,2.166666667,1.499999998,2.25,Medium,Very low,Blue
N-1,350.8648016,8.483049013,4.447169254,1.647064156,2.583333333,High,High,Blue
N-11,332.2576066,7.731314446,2.833333333,1.499999998,1.333333333,High,Medium,White
N-12,379.0038944,8.229135863,1.166666667,1.666666665,2.28917899,High,Very low,Green
N-15,345.3597576,8.224447226,4.5,1.249999998,1.333333333,High,High,White
N-17,324.489211,8.233619339,4.247169254,1.847064156,2.427300436,High,Very high,White
N-19,448.0006793,10.11064086,4.5,1.833333332,2.99748348,Very high,Very high,Blue
N-2,377.7413653,8.469734961,4.748107598,1.50593905,2.427300436,Very high,High,White
N-22,400.0340206,9.651736558,4,1.749999998,2.583333333,Very high,Low,White
N-23,365.213493,8.366798281,4,1.416666665,2.796103808,Very high,Very high,White
N-28,338.131384,7.595190107,3.833333333,1.333333332,2.333333333,Very high,Medium,Green
N-29,446.1463447,10.48134136,3,1.916666665,2.5,High,Medium,White
N-3,349.2303453,8.014625167,2.71601605,2.19564185,2.996103808,High,Low,White
N-30,415.0275522,9.620301263,3.166666667,1.666666665,1.333333333,High,Medium,White
N-33,392.8420759,9.234619749,3,2.083333332,2.892746562,High,High,White
N-35,309.2961175,7.107537004,4,1.583333332,1.916666667,High,Low,White
N-36,340.3150427,9.003936287,4.5,1.583333332,2.75,Very high,Medium,White
N-38,385.4302238,9.115519046,2.833333333,1.499999998,2.083333333,Very high,Low,Blue
N-39,378.3206173,9.876813598,4.166666667,1.916666665,2.397186724,High,Medium,White
N-42,345.8969936,9.035580357,3.199503474,1.247163678,2.627300436,Very high,Low,White
N-43,406.5433095,9.074135662,4.166666667,1.583333332,1.197186724,High,Medium,White
N-45,385.9917694,9.512573352,4,1.166666665,1.666666667,Very high,Medium,White
N-46,359.0137482,9.476079129,4.102529485,1.701317587,2.63459264,Very high,Medium,Blue
N-49,393.8026134,9.240403648,3.833333333,1.624999998,2.827300436,High,Medium,White
N-5,352.2714642,8.543562113,4.5,0.999999998,0.833333333,Very high,Very high,White
N-50,415.5206747,9.875694259,1,2.083333332,2.666666667,High,Very low,White
N-54,385.5707129,9.618603352,3.047169254,1.147064156,2.166666667,Very high,Low,White
N-56,301.3457017,8.110576317,2.31E-18,1.499999998,1.916666667,High,Very low,White
N-57,367.5111015,8.824340609,3.666666667,2.083333332,2.99748348,Very high,Medium,White
N-58,298.7452757,7.744308684,4.201059409,1.12671207,2.027300436,High,Medium,White
N-59,368.8676929,8.735450546,4.166666667,1.833333332,2.86698411,Very high,High,White
N-60,323.8437634,7.467907316,4.333333333,1.666666665,2.166666667,Very high,Very high,White
N-61,271.68044,7.425233513,4.554949564,1.706359984,2.833333333,Very high,Very high,Blue
N-62,301.6500016,7.655181388,3.65796721,1.500278147,2.39748348,Very high,Medium,Blue
N-63,455.2094062,10.48904791,3.224705242,1.950574428,2.733328088,Very high,Medium,White
N-66,318.1577434,8.320299589,3.025564868,1.542898694,2.666666667,High,Medium,Blue
N-8,389.2421644,8.852321793,4,1.666666665,2,Very high,Medium,White
NL-1045,238.3459627,6.759534149,3.025564868,0.242898694,0.166666667,High,Low,Green
NL-1061,389.2697676,9.097498585,4.166666667,1.833333332,2,Very high,High,White
NL-1068,265.5008157,6.824214914,2.5,0.999999998,1,High,Low,White
NL-1081,216.305727,6.828148458,2.736990232,0.440493617,0.560632527,High,Medium,White
NL-1138,292.8263061,8.049525496,2.738893122,0.337681224,0.666666667,High,Low,Green
NL-1171,259.2093847,6.978040723,1.5,-1.67E-09,0.166666667,High,Very low,White
NL-1250,296.5684875,8.270560263,2.404761905,0.142857141,0.46239206,High,Low,White
NL-1322,203.3397614,6.449824007,4.333333333,0.749999998,0.666666667,High,Medium,Green
NL-1324,217.1585639,6.440717278,2.599503474,0.047163678,0.25,High,Medium,Green
NL-1328,264.9845046,7.049963598,1.647593292,0.432079285,1.296103808,High,Very low,White
NL-1379,332.937644,8.206628908,2.5,0.374999998,1.166666667,High,Very low,Green
NL-1400,243.2734797,6.820643523,2.5,0.166666665,0.7715834,High,Low,Green
NL-1421,382.1885361,8.765838049,2.5,0.666666665,0.416666667,High,Very low,White
NL-1531,230.6775832,6.660793164,1,0.374999998,0.999172566,High,Very low,Green
NL-1682,276.5774897,7.404196196,2.833333333,-1.67E-09,0.486062963,Medium,Medium,White
NL-1740,297.7345939,8.01292155,1.666666667,0.416666665,0.543683549,Medium,Very low,White
NL-2019,232.8545117,6.197337844,1.166666667,1.083333332,1,Medium,Very low,White
NL-639,277.2609592,7.928451337,2.754949564,0.306359984,0.727300436,High,Low,White
NOH-001,226.5605795,6.96635246,0.666666667,1.666666665,1.927300436,Low,Very low,Blue
NOH-002,226.7782198,6.401930572,1.333333333,1.916666665,2.25,Low,Very low,Blue
NOH-005,223.4278129,6.201299418,0.333333333,2.416666665,2.49748348,Very low,Very low,White
NOH-006,301.7029655,7.196017793,1.333333333,2.333333332,1.89748348,Medium,Very low,Blue
NOH-008,198.8559207,5.914862971,1.666666667,1.916666665,2.88917899,Medium,Very low,Blue
NOH-010,319.2518145,8.111435233,2.225564868,2.342898694,2.75,Medium,Very low,Blue
NOH-011,242.9986361,6.935289676,0.833333333,1.666666665,1.083333333,Low,Very low,Blue
NOH-013,287.5760025,7.647271496,2.666666667,1.999999998,1.627300436,Medium,Low,White
NOH-015,304.56945,8.147409841,2.333333333,2.249999998,2.696103808,Medium,Very low,White
NOH-016,309.5877171,7.023037145,1.333333333,2.499999998,2.987416608,Medium,Very low,White
NOH-018,206.5959597,5.482603238,1.625564868,2.142898694,2.654255305,Low,Very low,Blue
NOH-020,148.914778,3.718018864,1.833333333,2.666666665,2.64388975,Very low,Very low,Blue
NOH-021,215.0004851,6.087023388,2.166666667,2.416666665,2.75,Very low,Very low,Blue
NOH-022,247.2435235,6.355678136,0.548107598,2.20593905,2.395599283,Low,Very low,Blue
NOH-025,252.0661307,6.519239205,1.333333333,2.583333332,3.027300436,Low,Very low,Blue
NOH-026,223.8212382,7.268624158,1.333333333,2.416666665,2.38917899,Very low,Very low,Blue
NOH-027,277.73383,6.835804237,1.333333333,2.083333332,2.583333333,Low,Very low,Blue
NOH-028,224.340545,5.979609517,1.46577511,2.022988375,2.277300436,Low,Very low,Blue
NOH-033,252.9520507,6.676028746,1.5,2.499999998,2.833333333,Low,Very low,White
NOH-034,199.2164647,6.031269768,1.333333333,1.833333332,2.49748348,Low,Very low,White
NOH-035,197.1168575,5.344724041,1.5,2.416666665,1.692746562,Low,Very low,White
NOH-037,346.9947709,8.21165753,2.166666667,2.749999998,2.896103808,Medium,Low,Blue
NOH-039,273.6745259,7.273961544,1.333333333,2.499999998,2.79748348,Low,Very low,Blue
NOH-040,330.3293307,8.088646457,1.916666667,2.499999998,2.408239713,Low,Very low,White
NOH-045,252.1723437,7.304411419,2,1.666666665,1.530979895,Medium,Very low,White
NOH-046,265.0265057,7.575155575,2.199503474,2.147163678,2.5,Medium,Very low,White
OLO-001,287.5410787,7.057434403,3.102529485,1.383135769,1.916666667,Low,Medium,Blue
OLO-003,314.3848,7.637937906,2.666666667,2.499999998,2.59748348,Medium,Low,Blue
OLO-004,283.1366712,7.297454089,2.5,1.749999998,2.833333333,Medium,Very low,Blue
OLO-006,299.1167663,7.64232948,3.166666667,1.833333332,1.916666667,Low,Very low,Blue
OLO-008,295.479472,8.072865793,2.829411474,1.386624739,2,Medium,Low,Blue
OLO-010,295.7376052,8.35391684,2.833333333,1.499999998,2.596103808,Medium,Very low,Blue
OLO-011,348.6190156,8.374560403,3,1.749999998,2.166666667,Medium,Medium,White
OLO-013,256.6472424,6.732889694,2.447169254,1.647064156,2.61698411,Low,Low,Blue
PG-02,297.4907852,7.159091121,2.666666667,2.083333332,2.19748348,High,Low,White
PG-03,320.2795987,8.792905353,4.025564868,1.942898694,2.416666667,Medium,Low,Blue
PG-05,265.6598215,7.055715484,2.333333333,2.333333332,2.416666667,Medium,Low,White
PG-10,185.279479,5.504922274,3.5,1.499999998,2.333333333,Medium,Low,White
PG-11,188.852305,5.288840937,2.712806143,1.32720473,2.275058748,High,Low,White
PG-13,322.1516869,8.108471509,4.025564868,2.542898694,2.416666667,Low,Medium,White
PG-17,149.5439374,4.782696546,2.666666667,1.916666665,2.666666667,Medium,Low,White
PG-19,173.9204866,5.247895655,3.5,1.499999998,2,Medium,Medium,White
PG-22,306.6330673,9.063810128,4.166666667,2.666666665,2.49748348,Medium,Medium,White
PG-24,202.5165517,5.73645523,3,2.333333332,2.39748348,Medium,Low,White
PG-29,275.7080169,7.980327466,2.948107598,1.50593905,2.08917899,Medium,Low,White
PG-31,333.0887098,7.822363789,3.666666667,2.416666665,2.333333333,Medium,Medium,Blue
PG-32,123.4347099,4.444867863,3.368069533,1.326503173,1.200984947,Low,Low,Blue
PG-34,265.6001873,5.827781066,3,1.999999998,1.916666667,Medium,Low,White
PG-36,283.0426069,6.993792279,3.833333333,2.416666665,2.19748348,Medium,Medium,Blue
PG-40,276.6767038,6.427114517,2.502648523,2.316780178,2.916666667,Medium,Low,Blue
PG-43,312.7452341,7.840658775,3.024705242,2.750574428,2.484623353,Low,Low,White
PG-49,208.2872219,5.724834138,2.840917653,2.112453565,2.333333333,Medium,Low,White
Poli,275.8286175,6.622038691,4.166666667,2.749999998,NA,Very low,NA,White
RHN-020,358.1337423,9.303112667,4.833333333,1.249999998,1.027300436,Medium,High,White
RHN-021,261.1750952,6.798513993,4.333333333,0.499999998,1.241613165,Medium,Medium,Green
RHN-022,420.0094151,9.152835387,4.348107598,1.30593905,1.327300436,High,High,Green
RHN-026,308.0974304,7.890330148,4.666666667,1.666666665,2,High,Very high,White
RHN-027,229.8280673,6.455682098,4.333333333,0.999999998,1.833333333,Medium,High,Green
RHN-028,233.0981271,6.679051494,4.166666667,1.166666665,1,Medium,Medium,Green
RHN-029,394.2183562,8.974043376,4,1.999999998,2.69588413,Very high,Medium,Green
RHN-031,260.3514249,6.72750151,4.666666667,0.333333332,1.027300436,Very high,Very high,White
RHN-036,383.654874,8.929729692,4.166666667,1.083333332,2,Very high,Medium,White
RHN-037,371.2391415,9.110287752,4,1.416666665,2.166666667,Medium,High,White
RHN-038,261.1721259,6.849596961,4.024705242,1.150574428,1.75,Medium,Medium,Green
RHN-039,199.4795031,5.938799066,4.833333333,0.583333332,0.49748348,Medium,High,Green
RHN-040,372.5990188,8.731722389,4.5,1.249999998,1.666666667,High,Medium,Blue
RHN-041,377.1059085,8.533790454,5,1.166666665,0.927300436,Medium,Very high,Green
97549,250.8300721,6.993356163,4.666666667,1.541666665,2.083333333,Medium,High,Blue
SN-1,353.5574245,8.236644501,4.333333333,0.999999998,1.25,Very high,Medium,White
SN-12,311.3234144,7.730742023,3.333333333,1.499999998,2.083333333,Medium,High,White
SN-14,368.9008772,8.641016025,3.354949564,2.206359984,2.583333333,High,High,White
SN-16,276.1109803,7.325066225,3.047169254,1.647064156,2.09748348,Medium,Medium,White
SN-17,353.2526846,8.581421576,2.666666667,1.166666665,1.25,High,Very low,White
SN-18,397.0525349,10.01652657,3,1.416666665,2.327300436,Very high,Low,White
SN-19,396.5274941,9.252483903,2.824705242,1.750574428,2.68917899,Very high,Medium,White
SN-2,314.8792997,8.315096928,3.833333333,0.916666665,0.68917899,High,Medium,White
SN-20,423.9072945,9.395529074,4,1.916666665,2,Very high,Medium,White
SN-21,394.7885238,8.79356294,2.999503474,1.747163678,2.527300436,High,Low,White
SN-22,325.1949751,8.77271635,2.024705242,1.050574428,1.862550797,High,Very low,White
SN-23,311.0137495,7.367977687,2.5,1.499999998,2.25,High,Low,White
SN-24,409.6871116,9.849145157,3.625564868,1.842898694,2.583333333,High,Medium,Blue
SN-25,313.1780588,8.11761879,4.333333333,0.999999998,2.083333333,Very high,High,Green
SN-26,338.0914832,8.215958428,3.840917653,1.487453565,2.666666667,Very high,Medium,White
SN-29,346.0530822,7.981425463,3.047169254,1.647064156,2.427300436,High,Low,White
SN-3,327.4043568,8.598015578,2.5,1.550574428,2.333333333,High,Medium,White
SN-31,322.9478377,8.232589332,3.416666667,1.624999998,2.458333333,High,Medium,White
SN-33,419.9260335,8.993048788,3.666666667,1.749999998,2.583333333,Very high,Medium,White
SN-34,326.7553887,7.607978993,3.869457277,1.314600798,1.895833333,High,Medium,Green
SN-38,284.9509724,7.343476327,1.974568508,1.696168018,2.737416608,High,Low,Green
SN-4,398.9034302,8.748555192,2.224705242,1.550574428,2.583333333,High,Low,White
SN-40,412.736456,9.454627671,3.971366811,1.436310266,2.666666667,High,Medium,Blue
SN-42,422.3942573,9.24228321,4.666666667,1.666666665,1.827300436,Very high,High,Blue
SN-43,362.6136746,9.179640711,4.047169254,1.347064156,1.416666667,High,High,White
SN-44,339.9938943,8.53232941,4.548107598,1.80593905,2.416666667,Very high,High,White
SN-45,263.5747653,7.015005735,4,1.499999998,2.666666667,Very high,High,White
SN-5,319.1049295,8.273092381,3.666666667,1.416666665,2.327300436,Very high,Medium,White
SN-7,334.0109605,8.017666407,4.666666667,1.916666665,2.404255305,High,Very high,White
SN-8,421.9204853,9.435312252,4.333333333,1.916666665,2.296103808,Very high,High,Green
SPM-004,297.6889656,6.827473717,3.247169254,1.347064156,1.09748348,Low,Medium,White
SPM-006,184.2740602,5.778560202,1,1.249999998,1.28917899,Low,Very low,Green
SPM-008,328.8926925,7.701882596,3.5,1.666666665,1.796103808,High,Medium,White
SPM-010,339.4095176,7.934396161,3.5,1.249999998,1.5,High,High,White
SPM-011,320.5114908,7.363342509,4.333333333,1.416666665,2,Medium,High,Green
SPM-012,289.2332506,7.203041023,3.199503474,1.347163678,1.916666667,Medium,Medium,White
SPM-013,192.9300759,5.882525528,2.833333333,1.416666665,1.727300436,Low,Very low,White
SPM-016,319.9935479,7.018690868,3.333333333,1.499999998,2.29748348,High,Low,Green
SPM-018,307.5199318,6.92075353,4,1.499999998,2.083333333,High,High,White
SPM-019,283.4887484,6.833842366,2.666666667,1.333333332,1.606603498,Medium,Low,White
SPM-020,284.1660775,6.797988227,4,1.249999998,1.5,Medium,Medium,White
SPM-023,396.4405432,8.816205742,2.166666667,1.583333332,1.75,Medium,Very low,Blue
SPM-026,317.7987159,7.278709746,1.166666667,0.749999998,0.98917899,Medium,Low,Green
SPM-027,294.1402603,6.395127567,2.333333333,2.583333332,2.69748348,Medium,Very low,Green
SPM-028,281.7872718,6.573934878,3.333333333,1.166666665,2.333333333,Low,Medium,White
SPM-033,343.8412463,7.29646676,2,1.083333332,0.86698411,Medium,Very low,Green
SPM-034,255.8374118,6.746018654,1.5,1.416666665,1.416666667,Low,Very low,White
SPM-037,266.9095594,6.465601584,2.666666667,1.249999998,1.666666667,High,Medium,White
SPM-040,327.2980423,7.871708859,3.024705242,1.350574428,2.297186724,Medium,Medium,Blue
SPM-041,296.3919519,6.805056205,3.666666667,1.083333332,1.196103808,Medium,Low,Green
SPM-045,182.5309157,5.897395073,4.166666667,0.847064156,1.79748348,High,Medium,White
SPM-050,295.2376576,7.143444352,1.5,0.833333332,0.916666667,Medium,Very low,White
SPM-053,291.233567,6.940532487,3,1.499999998,2.166666667,Medium,Medium,White
SPM-054,306.2736956,8.054116818,2.333333333,1.999999998,2.25,Low,Low,White
SPM-057,266.7592905,7.411609142,2.548107598,1.60593905,2.88917899,Medium,Low,White
SSN-001,273.1253148,7.422887802,2.5,1.499999998,1.25,Low,Very low,White
SSN-002,325.1714629,8.126924679,3.833333333,1.499999998,1.416666667,Medium,Very low,Blue
SSN-004,268.1108922,6.578072404,2.5,1.749999998,1.38917899,Low,Low,Blue
SSN-005,309.4517138,7.344763227,2.333333333,2.499999998,1.927300436,Very low,Low,Blue
SSN-006,325.1941856,8.13448118,1.954949564,1.906359984,2.666666667,Very low,Very low,Blue
SSN-009,325.5813013,8.585799329,2.833333333,1.583333332,1.083333333,Low,Very low,Blue
SSN-011,310.8204313,8.579640005,2.166666667,1.166666665,1.697186724,Medium,Low,Blue
SSN-013,322.5876795,7.916836941,2.599503474,2.147163678,2.25,Medium,Very low,Blue
SSN-014,289.0461294,7.417379687,2.225564868,1.342898694,2.666666667,Low,Very low,Blue
SSN-015,298.8151243,7.895696124,2,2.249999998,2.666666667,Medium,Very low,Blue
SSN-016,224.9681425,7.253629112,2.833333333,0.999999998,0.583333333,Medium,Very low,Blue
SSN-017,298.7129764,7.355449243,2.333333333,1.499999998,1.527300436,Medium,Very low,Blue
STR-001,285.6784304,7.613925986,4.425564868,1.342898694,2.108328088,High,Medium,White
STR-002,271.7702197,7.155990793,4.354949564,0.606359984,1.166666667,Medium,Medium,White
STR-004,268.7453997,7.085136887,3.025564868,0.542898694,1.19748348,Medium,Medium,White
STR-010,327.6889109,7.965267543,3.166666667,1.083333332,1.596103808,Medium,Low,White
STR-011,265.4860766,8.136418406,3.839622388,0.385029161,1.047196766,High,High,White
STR-013,217.6250214,6.395102195,4.166666667,0.499999998,1,Medium,High,Green
STR-015,275.9547167,7.92021157,4.333333333,1.249999998,1.597186724,High,High,White
STR-016,350.2186349,8.109059509,4.666666667,1.249999998,0.796103808,Medium,Medium,White
STR-018,321.9194295,7.537953971,4,1.499999998,1.839826987,High,Medium,White
STR-020,260.0431614,6.817893142,4.166666667,0.916666665,0.69748348,Medium,Very high,Green
STR-022,327.0315963,8.144562877,3.666666667,0.749999998,1.427300436,High,Medium,Green
STR-025,264.5764163,6.850613555,4.166666667,1.499999998,1.083333333,High,High,White
TBG-047,284.2548669,7.19204166,4.833333333,0.499999998,1.25,High,Very high,White
TBG-048,267.9457608,7.019083684,4.666666667,1.166666665,0.833333333,High,High,White
TRB-003,307.6189884,7.9277359,1.943066298,1.81690458,2.333333333,Medium,Very low,Blue
TRB-004,281.6257308,7.577968943,1.833333333,1.249999998,2.583333333,High,Very low,White
TRB-005,301.013948,7.089284462,1.666666667,1.749999998,1.99748348,Medium,Very low,White
VDL-001,284.1670742,7.205982111,4.166666667,1.416666665,2.392746562,Medium,Medium,White
VDL-004,274.9093222,6.131158174,3.5,1.416666665,1.79748348,Medium,Low,White
VDL-005,227.765999,6.060787471,2.833333333,1.291666665,1.25,Low,Very low,White
VDL-007,218.2715212,6.467358737,2.333333333,1.142898694,1.083333333,Medium,Low,Blue
VDL-009,217.4215208,5.193629651,2.166666667,0.833333332,0.996103808,Low,Low,White
VDL-013,227.9065742,5.92115199,2.333333333,1.166666665,2.796103808,Medium,Low,White
VDL-014,229.5422199,6.007137993,4.333333333,1.083333332,1.227300436,Low,High,White
VDL-016,310.7847998,7.033760777,3.833333333,1.083333332,2.333333333,Medium,Medium,Green
VDL-017,309.1064414,7.197910254,3.166666667,1.499999998,2.596103808,Medium,Low,White
VDL-018,270.0851013,6.70366103,2.166666667,1.499999998,1.28917899,Very low,Low,White
VDL-020,205.440984,5.482434457,0.666666667,1.166666665,1.36698411,Low,Very low,White
VDL-021,320.0704185,6.678426418,2.166666667,1.499999998,2.280979895,Medium,Very low,White
VDL-023,261.9654006,6.513505028,2.5,1.333333332,1.25,Low,Very low,White
VDL-024,287.8165294,7.322552835,1,1.416666665,1.29748348,Medium,Very low,White
VDL-026,315.7343011,7.047804159,4.333333333,1.666666665,2.40560895,Medium,Very high,White
VDL-027,278.0829742,8.224172619,4,1.499999998,2.666666667,High,High,Blue
VDL-028,233.8621061,5.926827486,2.08984312,1.33999762,1.596103808,Low,Low,Blue
VDL-029,264.0830318,6.421899651,3,1.083333332,2.327300436,Medium,Low,White
VDL-030,237.9043586,6.655237129,4.166666667,0.999999998,2,Medium,Medium,White
VDL-031,244.5899108,8.169949405,2.96601605,1.82064185,1.166666667,Medium,Low,White
VDL-032,310.2312226,7.34469747,3.002648523,1.316780178,1.416666667,Low,Low,White
VDL-034,268.0393266,6.799219029,2.833333333,1.166666665,0.796103808,Medium,Very low,Green
VDL-035,235.1438106,5.666836288,2,0.749999998,0.833333333,Medium,Low,White
VDL-036,292.2689943,7.00383122,3.333333333,1.666666665,2.25,Low,Medium,White
VDL-037,290.499596,7.31377212,3.833333333,1.583333332,2.75,Medium,Low,White
VDL-038,308.2684518,7.937700564,2.825564868,1.542898694,2.696103808,Low,Low,White
VDL-039,296.5734508,7.044095918,3,1.416666665,1.99748348,Medium,Very low,Green
VDL-040,239.3087402,5.757808323,0.916666667,1.374999998,2.194227471,Medium,Very low,White
VDL-043,314.6412011,7.480991464,2.999503474,1.747163678,1.827300436,Medium,Low,Blue
VDL-045,277.5365664,6.743082344,3.5,1.583333332,2.083333333,Medium,Medium,Green
VDL-046,236.6697472,5.711389839,4.333333333,0.916666665,1.166666667,Medium,High,Green
VDL-047,287.3126893,6.316592793,3.5,1.499999998,2.827300436,Medium,Medium,Green
VDL-052,238.471877,6.23101279,3.225564868,1.042898694,1.333333333,Low,Low,Blue
